,loss,accuracy,val_loss,val_accuracy
0,2.540186882019043,0.439980149269104,1.0731544494628906,0.6696428656578064
1,0.749017596244812,0.7646825313568115,0.6050661206245422,0.8110119104385376
2,0.4856371581554413,0.8385912775993347,0.621558427810669,0.811904788017273
3,0.3362835943698883,0.8885912895202637,0.6209896206855774,0.8303571343421936
4,0.2455679476261139,0.9157738089561462,0.513965368270874,0.8491071462631226
5,0.17465361952781677,0.944940447807312,0.4877278506755829,0.8642857074737549
6,0.14884158968925476,0.953769862651825,0.6853836178779602,0.8339285850524902
7,0.1591670960187912,0.9501984119415283,0.8648226857185364,0.824999988079071
8,0.1420869380235672,0.9584325551986694,0.6424036622047424,0.8636904954910278
9,0.14958320558071136,0.9541666507720947,0.6636465787887573,0.8601190447807312
