,loss,accuracy,val_loss,val_accuracy
0,3.750454902648926,0.2554563581943512,1.5405898094177246,0.45297619700431824
1,1.2949897050857544,0.5248016119003296,1.1309762001037598,0.5913690328598022
2,0.9471132159233093,0.6413690447807312,0.8862178921699524,0.6684523820877075
3,0.7521058917045593,0.726190447807312,0.7723514437675476,0.713690459728241
4,0.5964366793632507,0.7799603343009949,0.7732473611831665,0.7232142686843872
5,0.49078112840652466,0.8235118985176086,0.6597403287887573,0.7604166865348816
6,0.3979675769805908,0.8524801731109619,0.7271612882614136,0.7681547403335571
7,0.3293857276439667,0.8808531761169434,0.7392023205757141,0.7749999761581421
8,0.2801453173160553,0.9021825194358826,0.7154319882392883,0.7836309671401978
9,0.23376229405403137,0.9164682626724243,0.7298157215118408,0.7809523940086365
