,loss,accuracy,val_loss,val_accuracy
0,3.2607080936431885,0.0843253955245018,2.348403215408325,0.2574404776096344
1,1.5284923315048218,0.5001984238624573,1.1133463382720947,0.6422619223594666
2,0.729659914970398,0.7631944417953491,0.8176522254943848,0.7327380776405334
3,0.5197020769119263,0.8329365253448486,0.44693854451179504,0.8645833134651184
4,0.3713390827178955,0.8823412656784058,0.4578358829021454,0.8526785969734192
5,0.2692480981349945,0.9117063283920288,0.4228779077529907,0.8758928775787354
6,0.22670862078666687,0.9273809790611267,0.42791637778282166,0.8761904835700989
7,0.20273607969284058,0.9358134865760803,0.3844674229621887,0.8913690447807312
8,0.19068849086761475,0.9389880895614624,0.5297180414199829,0.8648809790611267
9,0.17646706104278564,0.9439483880996704,0.44099509716033936,0.887499988079071
10,0.12407209724187851,0.9614087343215942,0.4717942476272583,0.8907738327980042
11,0.11380600929260254,0.9654762148857117,0.464614599943161,0.8877975940704346
