,loss,accuracy,val_loss,val_accuracy
0,2.037597179412842,0.4191468358039856,0.9459388256072998,0.6907737851142883
1,0.6317847967147827,0.7945436239242554,0.5513572096824646,0.8139880895614624
2,0.37598514556884766,0.8798611164093018,0.4164222776889801,0.8714285492897034
3,0.2751384675502777,0.9134920835494995,0.49356621503829956,0.856249988079071
4,0.22062399983406067,0.9343253970146179,0.3498488962650299,0.9026785492897034
5,0.1477232426404953,0.9548611044883728,0.3895512521266937,0.8898809552192688
6,0.15244586765766144,0.9529761672019958,0.34424835443496704,0.9071428775787354
7,0.12414561957120895,0.9623016119003296,0.44939371943473816,0.8857142925262451
8,0.11317408829927444,0.9680555462837219,0.38328051567077637,0.9110119342803955
9,0.09548822790384293,0.9719246029853821,0.4092033803462982,0.9071428775787354
10,0.11521411687135696,0.966269850730896,0.41211646795272827,0.9142857193946838
