,loss,accuracy,val_loss,val_accuracy
0,3.11503529548645,0.2266865074634552,1.5482714176177979,0.42023810744285583
1,1.3882641792297363,0.4973214268684387,1.2349278926849365,0.555059552192688
2,0.9806676506996155,0.6425595283508301,0.8648995757102966,0.6836309432983398
3,0.708990752696991,0.7464285492897034,0.6546254754066467,0.7752976417541504
4,0.5555699467658997,0.8034722208976746,0.6193857789039612,0.7824404835700989
5,0.6421342492103577,0.7891865372657776,0.5531195998191833,0.8148809671401978
6,0.42104676365852356,0.8523809313774109,0.5207270979881287,0.8220238089561462
7,0.34666016697883606,0.879960298538208,0.5013242363929749,0.836904764175415
8,0.3081011474132538,0.8935515880584717,0.5637087225914001,0.8282738327980042
9,0.27172350883483887,0.9058531522750854,0.5114921927452087,0.8425595164299011
10,0.21930763125419617,0.9258928298950195,0.6238389611244202,0.8398809432983398
11,0.22353672981262207,0.9254960417747498,0.5897379517555237,0.836309552192688
