,loss,accuracy,val_loss,val_accuracy
0,9.535982131958008,0.30248016119003296,1.1556687355041504,0.5758928656578064
1,0.978003978729248,0.6395833492279053,0.8774598836898804,0.6863095164299011
2,0.6375909447669983,0.7669642567634583,0.6285648941993713,0.7848214507102966
3,0.49922317266464233,0.8247023820877075,0.5853965282440186,0.8008928298950195
4,0.42009979486465454,0.8533729910850525,0.5885690450668335,0.8148809671401978
5,0.386824369430542,0.8690476417541504,0.808376133441925,0.7732142806053162
6,0.38290178775787354,0.8767856955528259,0.5236634016036987,0.8321428298950195
7,0.3493269681930542,0.8833333253860474,0.607643723487854,0.8357142806053162
8,0.2794019281864166,0.9103174805641174,0.5691725015640259,0.8568452596664429
9,0.2468143105506897,0.9205357432365417,0.47336676716804504,0.8666666746139526
10,0.2587409019470215,0.9242063760757446,0.5239572525024414,0.8607142567634583
11,0.2702196538448334,0.9154762029647827,0.614853024482727,0.8592261672019958
12,0.34084099531173706,0.9023809432983398,0.8382900953292847,0.7994047403335571
13,0.31592610478401184,0.9108135104179382,0.7830078601837158,0.8351190686225891
