,loss,accuracy,val_loss,val_accuracy
0,4.021834850311279,0.3878968358039856,1.0835516452789307,0.6392857432365417
1,0.8365986347198486,0.7205356955528259,0.7324841022491455,0.761904776096344
2,0.5559580326080322,0.8201388716697693,0.501956045627594,0.8377976417541504
3,0.40629178285598755,0.8661706447601318,0.5220340490341187,0.8449404835700989
4,0.31406813859939575,0.8991071581840515,0.4606900215148926,0.8604166507720947
5,0.2792092561721802,0.9134920835494995,0.4186628758907318,0.874404788017273
6,0.22425037622451782,0.9294642806053162,0.49970006942749023,0.8672618865966797
7,0.24403350055217743,0.9251984357833862,0.4496942460536957,0.8663690686225891
8,0.19071443378925323,0.9402777552604675,0.4851674437522888,0.8770833611488342
9,0.19886980950832367,0.9423611164093018,0.4208754897117615,0.8946428298950195
