,loss,accuracy,val_loss,val_accuracy
0,3.9064688682556152,0.2640872895717621,1.6118156909942627,0.46964284777641296
1,1.0947579145431519,0.6170634627342224,0.9499322772026062,0.6744047403335571
2,0.712942361831665,0.7605158686637878,0.6402417421340942,0.7833333611488342
3,0.5166965126991272,0.8341270089149475,0.7395125031471252,0.7752976417541504
4,0.4270784556865692,0.8711309432983398,0.516907274723053,0.8544642925262451
5,0.34535422921180725,0.8977182507514954,0.5248482823371887,0.8657737970352173
6,0.30547598004341125,0.9107142686843872,0.4714370667934418,0.8690476417541504
7,0.295745849609375,0.9185515642166138,0.5241542458534241,0.8633928298950195
8,0.32336124777793884,0.9103174805641174,0.5208343267440796,0.8773809671401978
9,0.22224196791648865,0.9390873312950134,0.5095672011375427,0.8770833611488342
10,0.22545665502548218,0.9414682388305664,0.6003321409225464,0.8651785850524902
