,loss,accuracy,val_loss,val_accuracy
0,2.055481195449829,0.3903769850730896,1.0779364109039307,0.6499999761581421
1,0.7888087630271912,0.7437499761581421,0.6749640107154846,0.7815476059913635
2,0.44244980812072754,0.8578373193740845,0.5372284650802612,0.8279761672019958
3,0.29330459237098694,0.9017857313156128,0.4574878215789795,0.8622024059295654
4,0.21377132833003998,0.9301587343215942,0.47103679180145264,0.8705357313156128
5,0.15851669013500214,0.9472222328186035,0.5766466856002808,0.863095223903656
6,0.12707535922527313,0.9577381014823914,0.4483901858329773,0.869940459728241
7,0.09106796979904175,0.9705356955528259,0.5616661906242371,0.855654776096344
8,0.08794660866260529,0.9718254208564758,0.5779021382331848,0.8541666865348816
9,0.06900748610496521,0.9777777791023254,0.6772580146789551,0.8651785850524902
10,0.08521455526351929,0.9735119342803955,0.5468887090682983,0.8758928775787354
