,loss,accuracy,val_loss,val_accuracy
0,3.11675763130188,0.22103174030780792,1.7301958799362183,0.42321428656578064
1,1.3811348676681519,0.50942462682724,1.1641833782196045,0.5967261791229248
2,0.9286660552024841,0.6722221970558167,0.8437924981117249,0.7074404954910278
3,0.6444249749183655,0.7755952477455139,0.6652805805206299,0.7717261910438538
4,0.4918208420276642,0.828769862651825,0.5664373636245728,0.8086309432983398
5,0.3779434263706207,0.8712301850318909,0.5966170430183411,0.7979166507720947
6,0.334309846162796,0.8841269612312317,0.5127978920936584,0.8339285850524902
7,0.27006396651268005,0.9109126925468445,0.49363404512405396,0.8479166626930237
8,0.2365167737007141,0.9207341074943542,0.5265958905220032,0.8479166626930237
9,0.22223983705043793,0.9284722208976746,0.7546269297599792,0.8282738327980042
10,0.17999303340911865,0.9383928775787354,0.5383641719818115,0.8377976417541504
11,0.1620461791753769,0.9431547522544861,0.6123513579368591,0.8351190686225891
