,loss,accuracy,val_loss,val_accuracy
0,2.188631772994995,0.35724207758903503,1.0576218366622925,0.6327381134033203
1,0.8184733986854553,0.7253968119621277,0.6841147541999817,0.776190459728241
2,0.48825228214263916,0.8378968238830566,0.4723353683948517,0.8464285731315613
3,0.3522569537162781,0.8834325671195984,0.437797874212265,0.8616071343421936
4,0.28800204396247864,0.9089285731315613,0.46590787172317505,0.8633928298950195
5,0.21772634983062744,0.9303571581840515,0.37309563159942627,0.8883928656578064
6,0.19192025065422058,0.936904788017273,0.382234662771225,0.898809552192688
7,0.16363172233104706,0.9499008059501648,0.36857688426971436,0.9023809432983398
8,0.12080395221710205,0.961904764175415,0.42319077253341675,0.8991071581840515
9,0.1826377958059311,0.9467262029647827,0.43046438694000244,0.8770833611488342
10,0.14842426776885986,0.9560515880584717,0.4731961190700531,0.887499988079071
11,0.09478681534528732,0.9720237851142883,0.486202597618103,0.8946428298950195
